top_contributions,original_top_values,predicted_top_values,loss,label
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00025953537299284725, ""Flow Pkts/s"": 0.0002539246682766106, ""Bwd Pkt Len Min"": 0.00015808788630752057, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -8.833607252090312e-06, ""Protocol"": -5.244920109907276e-06, ""Flow Duration"": 1.3961838634309067e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 3.854304508334424e-06, ""Protocol"": -2.114936084062223e-06, ""Flow Duration"": -1.7631291659147635e-06, ""Reconstruction Error"": 0.02741861092204166}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.825}",0.0116574625128348,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Dst Port"": -5.374730814739928e-06, ""Protocol"": -5.804186728072324e-06, ""Flow Duration"": 6.509259223747871e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.003769592113948412, ""FIN Flag Cnt"": 0.003347764603214722, ""Init Bwd Win Byts"": 0.0031782352138805896, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""PSH Flag Cnt"": 0.0028210521923374143, ""Fwd Seg Size Min"": 0.0017670276231806067, ""Protocol"": 0.0007201922263164303, ""Reconstruction Error"": 0.027418665205278095}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.836}",0.0116582443209147,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00022625237474690297, ""Flow Pkts/s"": 0.00015143603595409503, ""Dst Port"": 5.220247874771791e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -3.4604299100147547e-06, ""Protocol"": -3.7200530625176108e-06, ""Flow Duration"": -2.6013380650175863e-07, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -8.924312966445092e-06, ""Protocol"": -5.049710358601976e-06, ""Flow Duration"": -4.4024496720012114e-06, ""Reconstruction Error"": 0.02741861092204166}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.825}",0.0116578834935972,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.0002092359277513544, ""Flow Pkts/s"": 0.000146479860599212, ""Dst Port"": 1.256663177938448e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""ECE Flag Cnt"": 0.004533758045303982, ""RST Flag Cnt"": 0.004526831352578142, ""Bwd Pkts/s"": 0.00019208671148355868, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""RST Flag Cnt"": 0.006159184830833134, ""ECE Flag Cnt"": 0.00612130535859938, ""Dst Port"": -5.36385208204301e-06, ""Reconstruction Error"": 0.027418586247861046}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.82}",0.0116581113854442,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.0023717824442616164, ""Dst Port"": -4.073849175722217e-06, ""Protocol"": -4.487635867794091e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 2.1986076262613303e-06, ""Protocol"": -2.1032906658326547e-06, ""Flow Duration"": 9.81128724225124e-07, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""ECE Flag Cnt"": 0.006556216689431941, ""RST Flag Cnt"": 0.006543777638401278, ""Init Bwd Win Byts"": 0.004305765036100481, ""Reconstruction Error"": 0.027418665205278095}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.836}",0.0116582752701242,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Dst Port"": 9.695534701624477e-06, ""Protocol"": 3.269152595336541e-06, ""Flow Duration"": 1.8577978134371855e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -2.2581554897447969e-07, ""Protocol"": 7.461320176741014e-06, ""Flow Duration"": -8.98890227110187e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""FIN Flag Cnt"": 0.003042993490943345, ""Fwd Seg Size Min"": 0.0013811117470545688, ""Dst Port"": -3.1515174289889634e-06, ""Reconstruction Error"": 0.027418665205278095}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.836}",0.0116582442283809,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""RST Flag Cnt"": 0.0018028873641687815, ""ECE Flag Cnt"": 0.0017541488296397567, ""Bwd Pkts/s"": 0.00029026243006900385, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.0023844215792051394, ""Fwd PSH Flags"": 0.0018401348523161692, ""SYN Flag Cnt"": 0.0018401340395970411, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 2.8943726127813662e-06, ""Protocol"": 3.910965693372673e-07, ""Flow Duration"": -6.763657060756399e-06, ""Reconstruction Error"": 0.027418665205278095}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.836}",0.0116582898907897,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Fwd PSH Flags"": 0.0020438873500928504, ""SYN Flag Cnt"": 0.0020438807643842205, ""Dst Port"": -4.871703929969118e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -4.917408327672825e-06, ""Protocol"": 6.771731728027975e-06, ""Flow Duration"": -7.166737023553909e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Min"": 0.0002628156951601585, ""Dst Port"": 9.056387740938311e-06, ""Protocol"": -4.988688341704016e-07, ""Reconstruction Error"": 0.02741859118269628}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.821}",0.0116580168034534,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Init Bwd Win Byts"": 0.009602571657781233, ""ECE Flag Cnt"": 0.008330542627515704, ""RST Flag Cnt"": 0.00832614381578766, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -1.5055139262810516e-07, ""Flow Duration"": -1.3570964132269408e-06, ""Tot Fwd Pkts"": 2.764367370335485e-06, ""Reconstruction Error"": 0.11035489723425786}, ""Init Bwd Win Byts"": {""Bwd Pkt Len Min"": 0.0002892129581180513, ""Dst Port"": -7.731768998627798e-06, ""Protocol"": -4.611762492779156e-08, ""Reconstruction Error"": 0.02741861092204166}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.0002913, ""Init Bwd Win Byts"": 10851.825}",0.0116576402330588,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""Dst Port"": 2.707183988972756e-06, ""Protocol"": 7.905822728632009e-06, ""Flow Duration"": -1.8335130894692775e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -2.169141727857356e-06, ""Protocol"": -3.492514682138941e-07, ""Flow Duration"": 3.7391555632725507e-07, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Protocol"": 0.001281151096295391, ""Fwd Seg Size Min"": 0.0009229394970843421, ""Bwd IAT Tot"": 0.0005635208085293113, ""Reconstruction Error"": 0.027418665205278095}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.836}",0.0116582606192203,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""ACK Flag Cnt"": 0.000984705697413879, ""Bwd IAT Std"": 0.00044938291692399725, ""Bwd IAT Max"": 0.0004368356144738564, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.0022953696544197877, ""Dst Port"": -5.995814319664467e-06, ""Protocol"": -5.434918061606866e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""ACK Flag Cnt"": 0.0012733580251970149, ""Dst Port"": -3.7377684552449044e-06, ""Protocol"": -7.375563345590348e-06, ""Reconstruction Error"": 0.027418630661394147}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.828}",0.0116580354782814,DDOS attack-HOIC
"{""Fwd Seg Size Min"": {""RST Flag Cnt"": 0.007053110014919373, ""ECE Flag Cnt"": 0.007045382629549013, ""Bwd Pkts/s"": 0.00022099560199925574, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Pkt Len Min"": 0.00022726743933752758, ""Dst Port"": 6.75881485976743e-06, ""Protocol"": 5.153086873095655e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""PSH Flag Cnt"": 0.0026496117404953834, ""Dst Port"": -5.33490072169827e-07, ""Protocol"": -3.31385697804496e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032333703276,Bot
"{""Fwd Seg Size Min"": {""Init Fwd Win Byts"": 0.00027792539982220144, ""Active Min"": 0.00011055516378497111, ""Active Mean"": 0.00010978852139396281, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": -7.220313606063566e-06, ""Flow Duration"": 6.578550172804062e-06, ""Tot Fwd Pkts"": -6.589374176249185e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""FIN Flag Cnt"": 0.002184093683387512, ""Fwd Seg Size Min"": 0.0019422232011002676, ""Dst Port"": 9.701400259026838e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032343678844,Bot
"{""Fwd Seg Size Min"": {""Bwd IAT Tot"": 0.00031542709310981507, ""Bwd IAT Max"": 0.0002467195486918765, ""Bwd IAT Mean"": 0.00014662192446863429, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -3.2436995270270136e-06, ""Protocol"": 1.083574629291672e-06, ""Flow Duration"": -4.5069981036636535e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -6.945104493899685e-06, ""Protocol"": -5.051416440310224e-06, ""Flow Duration"": -9.683643172484506e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032340967786,Bot
"{""Fwd Seg Size Min"": {""Bwd IAT Max"": 0.00035275783550385505, ""Bwd IAT Std"": 0.0002503783503889841, ""Bwd IAT Mean"": 0.00014661759127013434, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Active Max"": 5.2105024491000147e-05, ""Dst Port"": 1.288899868364595e-06, ""Protocol"": 7.98408431518393e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Bwd IAT Tot"": 0.0004860422798749547, ""Dst Port"": 7.113114972262619e-06, ""Protocol"": -2.8371608676063305e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032342569472,Bot
"{""Fwd Seg Size Min"": {""PSH Flag Cnt"": 0.006125821913468094, ""Fwd Seg Size Min"": 0.003618867053157469, ""FIN Flag Cnt"": 0.0027644576121379797, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""PSH Flag Cnt"": 0.00412169573103792, ""Fwd Seg Size Min"": 0.0020608939709545046, ""Protocol"": 0.0013345001972732526, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 3.962416723541192e-06, ""Protocol"": -1.68230206140136e-06, ""Flow Duration"": 9.22284049264491e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.000603234229713,Bot
"{""Fwd Seg Size Min"": {""RST Flag Cnt"": 0.0024462036713444046, ""ECE Flag Cnt"": 0.002423040005435695, ""Dst Port"": 2.3380638980735265e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 4.3125593389579355e-06, ""Protocol"": 9.092754474722801e-06, ""Flow Duration"": -7.166386918287472e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Pkt Len Min"": 0.00023382277907318632, ""Bwd IAT Std"": 0.00019454438420400734, ""Dst Port"": -9.243127083586695e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.000603234574521,Bot
"{""Fwd Seg Size Min"": {""Dst Port"": -7.856438586244022e-06, ""Protocol"": -4.086895470648815e-06, ""Flow Duration"": -4.673841924036997e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": 0.0015991555945763843, ""Fwd Seg Size Min"": 0.0004741482212538839, ""Dst Port"": 7.545166555808498e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""RST Flag Cnt"": 0.006629969154247727, ""ECE Flag Cnt"": 0.006625190489412713, ""Init Bwd Win Byts"": 0.005388690856563145, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032333057284,Bot
"{""Fwd Seg Size Min"": {""Dst Port"": -5.934556764788526e-06, ""Protocol"": -3.525206656312308e-06, ""Flow Duration"": 7.833738193757851e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Active Max"": 8.648959545872739e-05, ""Dst Port"": -3.917134790695454e-06, ""Protocol"": 4.670290162740496e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""RST Flag Cnt"": 0.007163870270492336, ""ECE Flag Cnt"": 0.007115988834555552, ""Bwd Pkts/s"": 0.00019790628833161493, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032344665402,Bot
"{""Fwd Seg Size Min"": {""Protocol"": 0.0015504051555460569, ""Fwd Seg Size Min"": 0.0013906142321041537, ""Dst Port"": -5.132895755897665e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Bwd IAT Tot"": 0.0007722738616283407, ""Bwd IAT Max"": 0.00044246838743162986, ""Bwd IAT Mean"": 0.0003066973136766261, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""PSH Flag Cnt"": 0.0017484713208894334, ""Fwd Seg Size Min"": 0.0009874407818435157, ""Init Fwd Win Byts"": 0.00013832454571099335, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032343407244,Bot
"{""Fwd Seg Size Min"": {""Protocol"": 0.0011418525538833119, ""Dst Port"": -2.873954265210694e-06, ""Flow Duration"": -1.643663991526343e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""RST Flag Cnt"": 0.002032760469220407, ""ECE Flag Cnt"": 0.0020209963518569296, ""Protocol"": -3.1559975453278033e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 1.7630017557584113e-06, ""Protocol"": 6.705132592696742e-06, ""Flow Duration"": -9.66783091210791e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032336247947,Bot
"{""Fwd Seg Size Min"": {""Protocol"": -2.3771249060775713e-06, ""Flow Duration"": 6.82108525351288e-06, ""Tot Fwd Pkts"": -3.3121407956339816e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 3.533237646068684e-07, ""Protocol"": 7.304454761001309e-06, ""Flow Duration"": -4.521446716734628e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""RST Flag Cnt"": 0.007050998677175655, ""ECE Flag Cnt"": 0.007022925912012901, ""Init Bwd Win Byts"": 0.004213412253192479, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032345485597,Bot
"{""Fwd Seg Size Min"": {""Dst Port"": 8.465455835356678e-06, ""Protocol"": 1.0067345819261545e-06, ""Flow Duration"": -1.7391453852317366e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Fwd Seg Size Min"": 0.0012086627942813465, ""Bwd Pkt Len Min"": 0.00024384550224807084, ""Dst Port"": -5.612588259913846e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": 3.3377547485316866e-06, ""Protocol"": 3.592321163040009e-06, ""Flow Duration"": 5.36256137342795e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032341740558,Bot
"{""Fwd Seg Size Min"": {""Dst Port"": 1.74696664756581e-06, ""Protocol"": -5.5511001659986296e-06, ""Flow Duration"": 5.384212134435188e-07, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": 2.005973185728488e-06, ""Protocol"": 1.058931373903299e-06, ""Flow Duration"": -1.835902865167448e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""FIN Flag Cnt"": 0.0034304226194342997, ""PSH Flag Cnt"": 0.003336163317416485, ""Fwd Seg Size Min"": 0.002842500139841588, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032334211465,Bot
"{""Fwd Seg Size Min"": {""FIN Flag Cnt"": 0.002406461926442169, ""Dst Port"": 0.0005179423241957713, ""Bwd Pkts/s"": 0.0002134024713530333, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Protocol"": -8.772090837341259e-06, ""Flow Duration"": -5.803582495166882e-06, ""Tot Fwd Pkts"": -6.336270098370515e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Dst Port"": -8.829513639374319e-06, ""Protocol"": 4.230375133548628e-06, ""Flow Duration"": 7.848622747817391e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.000603234580996,Bot
"{""Fwd Seg Size Min"": {""Bwd Pkts/s"": 0.00019801739346689748, ""Dst Port"": -7.2247928134817186e-06, ""Protocol"": -3.190878884650364e-06, ""Reconstruction Error"": 0.16656517221156894}, ""Protocol"": {""Dst Port"": -6.368000256889675e-06, ""Protocol"": 3.25793759635055e-06, ""Flow Duration"": 7.659295602626565e-06, ""Reconstruction Error"": 0.11035491703474745}, ""Init Bwd Win Byts"": {""Protocol"": -2.0105761710532254e-06, ""Flow Duration"": 5.896675454507512e-06, ""Tot Fwd Pkts"": -8.665536078999716e-06, ""Reconstruction Error"": 0.027419326478108977}}","{""Fwd Seg Size Min"": 0.4166666666666667, ""Protocol"": 0.3529411764705882, ""Init Bwd Win Byts"": 0.00335693359375}","{""Fwd Seg Size Min"": 20.006617, ""Protocol"": 6.000292, ""Init Bwd Win Byts"": 10851.967}",0.0006032342464255,Bot
